fighter,D,L,NC,W,total
valeri ignatov,0,2,0,0,2
valerie letourneau,0,1,0,2,3
valerie letourneau ,0,2,0,1,3
valmir lazaro,0,1,0,1,2
valmir lazaro ,0,1,0,0,1
valter walker,0,0,0,1,1
valter walker ,0,1,0,0,1
vanessa demopoulos,0,3,0,1,4
vanessa demopoulos ,0,0,0,4,4
vanessa melo,0,2,0,1,3
vanessa melo ,0,1,0,0,1
vaughan lee,0,4,0,2,6
vaughan lee ,0,1,0,1,2
vernon ramos ho ,0,1,0,0,1
vernon white,0,1,0,0,1
vernon white ,1,0,0,0,1
veronica hardy,0,0,0,2,2
veronica hardy ,0,1,0,1,2
veronica macedo,0,1,0,0,1
veronica macedo ,0,3,0,1,4
viacheslav borshchev,1,3,0,2,6
viacheslav borshchev ,0,0,0,1,1
vicente luque,0,3,0,3,6
vicente luque ,0,3,0,13,16
victor altamirano,0,2,0,1,3
victor altamirano ,0,2,0,1,3
victor henry,0,2,0,2,4
victor henry ,0,0,0,1,1
victor hugo,0,0,0,1,1
victor martinez,0,1,0,0,1
victor martinez ,0,1,0,0,1
victor rodriguez,0,2,0,0,2
victor valimaki,0,2,0,0,2
victoria leonardo,0,2,0,1,3
victoria leonardo ,0,2,0,0,2
vik grujic,0,1,0,1,2
vik grujic ,0,2,0,0,2
viktor pesta,0,2,0,0,2
viktor pesta ,0,2,0,1,3
viktoriia dudakova ,0,1,0,1,2
vinc pichel,0,2,0,4,6
vinc pichel ,0,2,0,3,5
vince cachero,0,1,0,0,1
vince cachero ,0,1,0,0,1
vince morales,0,5,0,2,7
vince morales ,0,1,0,1,2
vinicius moreira,0,3,0,0,3
vinicius moreira ,0,1,0,0,1
vinicius oliveira,0,0,0,1,1
vinicius oliveira ,0,0,0,1,1
vinicius queiroz,0,1,0,0,1
vinicius salvador,0,3,0,0,3
vinny magalhaes,0,3,0,1,4
vinny magalhaes ,0,1,0,0,1
virna jandiroba,0,3,0,4,7
virna jandiroba ,0,0,0,3,3
viscardi andrade,0,0,0,1,1
viscardi andrade ,0,1,0,2,3
vitor belfort,0,8,0,0,8
vitor belfort ,0,2,1,15,18
vitor miranda,0,1,0,0,1
vitor miranda ,0,3,0,3,6
vitor petrino,0,1,0,0,1
vitor petrino ,0,1,0,4,5
viviane araujo,0,3,0,4,7
viviane araujo ,0,2,0,3,5
viviane pereira,0,1,0,1,2
viviane pereira ,0,1,0,1,2
vladimir matyushenko,0,4,0,1,5
vladimir matyushenko ,0,1,0,6,7
volkan oezdemir,0,2,0,4,6
volkan oezdemir ,0,5,0,4,9
wade shipp,0,1,0,0,1
wagner campos,0,1,0,0,1
wagner prado,0,1,1,0,2
wagner prado ,0,1,0,0,1
wagner silva,0,1,0,0,1
wagner silva ,0,1,0,0,1
waldo cortes-acosta,0,1,0,2,3
waldo cortes-acosta ,0,0,0,2,2
walel watson,0,2,0,0,2
walel watson ,0,1,0,1,2
wallid ismail,0,1,0,0,1
walt harris,0,6,1,2,9
walt harris ,0,3,0,4,7
wanderlei silva,0,5,0,0,5
wanderlei silva ,0,2,0,5,7
wang cong ,0,1,0,1,2
wang guan ,0,0,0,1,1
war machine,0,1,0,0,1
war machine ,0,0,0,1,1
warlley alves,0,2,0,2,4
warlley alves ,0,5,0,6,11
waylon lowe,0,1,0,1,2
waylon lowe ,0,1,0,1,2
wellington turman,0,4,0,3,7
wellington turman ,0,2,0,0,2
wendell oliveira marques,0,1,0,0,1
wendell oliveira marques ,0,1,0,0,1
wes albritton,0,1,0,0,1
wes combs,0,2,0,0,2
wes sims,0,3,0,0,3
wesley correira,0,2,0,0,2
wesley correira ,0,0,0,2,2
westin wilson,0,1,0,1,2
westin wilson ,0,1,0,0,1
will brooks,0,1,0,1,2
will brooks ,0,2,0,0,2
will campuzano ,0,4,0,0,4
will chope,0,1,0,0,1
willamy freire,0,1,0,0,1
william gomis,0,0,0,1,1
william gomis ,0,0,0,3,3
william knight,0,2,0,1,3
william knight ,0,2,0,2,4
william macario ,0,3,0,1,4
willie gates,0,3,0,1,4
wilson gouveia,0,4,0,0,4
wilson gouveia ,0,0,0,6,6
wilson reis,0,4,0,3,7
wilson reis ,0,2,0,4,6
wu yanan,0,1,0,0,1
wu yanan ,0,4,0,1,5
wuliji buren,0,1,0,0,1
wuliji buren ,0,2,0,0,2
xavier foupa-pokam,0,2,0,0,2
xiao long ,0,1,0,1,2
yair rodriguez,0,3,0,2,5
yair rodriguez ,0,1,1,8,10
yan cabral ,0,3,0,2,5
yan xiaonan,0,2,0,6,8
yan xiaonan ,0,1,0,3,4
yana kunitskaya,0,3,0,3,6
yana kunitskaya ,0,0,0,1,1
yana santos,0,1,0,0,1
yana santos ,0,1,0,1,2
yanal ashmouz,0,1,0,2,3
yancy medeiros,0,7,1,4,12
yancy medeiros ,0,1,0,2,3
yanis ghemmouri,0,2,0,0,2
yao zhikui,0,0,0,1,1
yao zhikui ,0,3,0,0,3
yaotzin meza,0,3,1,2,6
yaotzin meza ,0,1,0,0,1
yasuhiro urushitani,0,1,0,0,1
yasuhiro urushitani ,0,1,0,0,1
yazmin jauregui ,0,2,0,3,5
yi zha,0,1,0,0,1
yizha ,0,1,0,0,1
yoel romero,0,2,0,7,9
yoel romero ,0,2,0,2,4
yohan lainesse,0,2,0,1,3
yohan lainesse ,0,1,0,0,1
yoislandy izquierdo,0,2,0,0,2
yoji anjo,0,3,0,0,3
yorgan de castro,0,1,0,1,2
yorgan de castro ,0,2,0,0,2
yosdenis cedeno,0,2,0,0,2
yosdenis cedeno ,0,1,0,1,2
yoshihiro akiyama,0,3,0,0,3
yoshihiro akiyama ,0,2,0,2,4
yoshiki takahashi ,0,0,0,1,1
yoshinori horie,0,1,0,0,1
yoshiyuki yoshida,0,2,0,0,2
yoshiyuki yoshida ,0,1,0,2,3
youssef zalal,0,2,0,4,6
youssef zalal ,1,1,0,2,4
yui chul nam,0,1,0,1,2
yui chul nam ,0,1,0,0,1
yuki kondo,0,2,0,0,2
yuki kondo ,0,0,0,1,1
yuki sasaki,0,1,0,0,1
yuri vaulin,0,1,0,0,1
yuri villefort,0,1,0,0,1
yuri villefort ,0,1,0,0,1
yusaku kinoshita ,0,1,0,0,1
yushin okami,0,4,0,3,7
yushin okami ,0,3,0,11,14
yusuke kasuya,0,1,0,0,1
yusuke kasuya ,0,1,0,0,1
yuta sasaki,0,5,0,3,8
yuta sasaki ,0,0,0,1,1
yves edwards,0,5,0,1,6
yves edwards ,0,5,1,9,15
yves jabouin,0,2,0,1,3
yves jabouin ,0,3,0,4,7
zabit magomedsharipov,0,0,0,2,2
zabit magomedsharipov ,0,0,0,4,4
zac pauga,0,1,0,1,2
zac pauga ,0,2,0,0,2
zach light,0,1,0,0,1
zach makovsky,0,3,0,1,4
zach makovsky ,0,1,0,2,3
zach reese,0,0,0,1,1
zach reese ,0,1,0,0,1
zachary reese ,0,0,0,1,1
zachary scroggin,0,1,0,0,1
zak cummings,0,3,0,4,7
zak cummings ,0,1,0,6,7
zak ottow,0,4,0,3,7
zak ottow ,0,0,0,1,1
zane frazier,0,1,0,0,1
zarah fairn,0,3,0,0,3
zarah fairn ,0,1,0,0,1
zarrukh adashev,0,3,0,1,4
zelim imadaev,0,2,0,0,2
zelim imadaev ,0,1,0,0,1
zhalgas zhumagulov,0,5,0,0,5
zhalgas zhumagulov ,0,1,0,1,2
zhang lipeng,0,0,0,1,1
zhang lipeng ,0,2,0,1,3
zhang mingyang ,0,0,0,2,2
zhang tiequan ,0,3,0,1,4
zhang weili,0,1,0,4,5
zhang weili ,0,1,0,5,6
zubaira tukhugov,0,2,0,3,5
zubaira tukhugov ,1,1,0,2,4
zviad lazishvili,0,1,0,0,1
zygimantas ramaska ,0,1,0,0,1
